"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.518872164146093,1,0.001,19.0998102911546,5.55124733691476,9.92631039790737,2.20867252326855,15.8588789679255,24.6104662993672,75.9393903014461,11.5958586146656,2.13196596686686,10.9267786991975,17.6203055392313,144.53031768114,0.116232996154255,0.0019342307826247,0.16277838743377,0.147120886871678,0.0202165220907407,0.0318605082801914,0.015261785373028,0.210901669501006,1.89811502550905,0.135579644679218,0.125019953313528,0.108623768478302,0.193810127885822,0.158176252125754,0.0002185515930806,0.00339407019293016,222.928280905262,2325.58718683092,9.37474954305685,115.832979123052,226.967139135589,70.9426994966508,1411.33228647737,39.4028357896462,6.0167682545237,10.1925834151138,1.49719411534244e-16,5.00030631071956e-14,3.30485463584947e-16,5.66960131079804,12508.1798613322,12498.7931199892,25.9116220171359,4.49822232444596,1.52600661321426,17.0414506175719,4.58848618220685,2.26027046473218,21.5394504462425,8.31012385111037,11.4205182289173,1.38190683778442,1.87179138401401e-17,5.43152115016194e-15,6.40514299618037e-17,0.896796286389298,2.73368263523283,42.4217811761561,1.26364730994247,13.1823651119638,0.0531398573270414,0.656587992681247,1.28654118557488,0.402131802277242,8,0.22335114794543,0.0341054665137225,0.057775669204332,8.48669943818473e-19,2.8343750702112e-16,1.87332475421405e-18,0.0321375844094044,70.9014027734155,70.8481949417352
"2",4,0.516014912572251,0.769230769230769,0.001,19.0189602565965,5.52976674499194,9.88466070709423,2.20260395772613,15.8388483391601,24.847384508634,75.7925191070405,11.5904206361076,2.1270825711153,10.8842161210534,17.581648836086,144.701888389706,0.118777557516443,0.00193852749400908,0.162937569241083,0.147321198838293,0.020279853012622,0.0319084063114563,0.0153973211504559,0.211367076898178,1.9023036920836,0.135878835148829,0.1250684371279,0.108627814566839,0.194025498923219,0.158525307673633,0.000219181434736912,0.00339931669810393,221.721068926669,2313.79992808216,9.30965842965402,115.193522063589,225.24467211103,71.2312274715104,1403.56056407612,39.1100701206501,5.98082989121666,10.1141118828629,2.2348821889297e-16,4.40436959801996e-15,2.92656845716836e-16,5.61641783012286,12454.0366195976,12444.7220477423,26.3354870170447,4.48536477622351,1.51689311499258,16.9704477688134,4.56792884228794,2.27287494822472,21.611072759195,8.26658119868458,11.3773547837854,1.37429374120834,2.79513222534417e-17,4.78437043977536e-16,5.67828905035048e-17,0.890344364543906,2.72969361454944,42.3035514601525,1.26376345929631,13.1881729390353,0.0530630949908409,0.656578847632,1.28384725634371,0.406003014846961,8.00000001071332,0.222919173844237,0.0340894724591399,0.0576483104770894,1.2738358424276e-18,2.51039803576543e-17,1.66808246740042e-18,0.0320124003560395,70.9853893307315,70.9322982302481
"3",4,0.512367896057125,0.591715976331361,0.001,18.9229288458847,5.50396802214221,9.83318622845835,2.19507246268261,15.8144936422145,25.1496890426191,75.6006955831801,11.5831450667766,2.12093266141011,10.8316511659016,17.5332323046624,144.911005083453,0.122069078130681,0.0019437677689762,0.1631361637304,0.147561347787646,0.0203563897095867,0.0319659386202176,0.0155733961627575,0.211947974170247,1.90753176753222,0.136252269109445,0.125132043896468,0.108633233843097,0.194298137625468,0.158960980627685,0.000219959224102572,0.00340610202254873,220.178986398192,2298.69508413621,9.22752349406784,114.373416571035,223.055530797431,71.5882958958761,1393.64068026217,38.7353698822547,5.93483166758894,10.0148235301654,5.45845473750649e-07,1.20602912694128e-13,2.15409310263868e-17,5.54979031869773,12383.8477353988,12374.624465022,26.877045893375,4.468129415248,1.50534278355436,16.8770955002997,4.54060531179124,2.28838707253355,21.7037184222575,8.20988317527909,11.3208799408822,1.36454243071569,6.83027597820546e-08,1.31014844168598e-14,4.1853627811456e-18,0.882200111338226,2.72394153928272,42.1492334185924,1.26390677303507,13.1953386356675,0.0529693120732267,0.656544651349522,1.28041917509763,0.410942631415345,8.00000001714524,0.222354990142703,0.0340680737258144,0.0574886981613926,3.1333498377375e-09,6.92304205298662e-16,1.23652711219653e-19,0.0318577975467695,71.0877513111038,71.0348064134571
"4",4,0.507735878684208,0.455166135639508,0.001,18.8010321220397,5.47122349223744,9.76786092222866,2.18547612891394,15.7836240334326,25.529807784514,75.3564501369253,11.5738030091606,2.11311184183501,10.764846436966,17.4716691750461,145.181095040885,0.126331704056627,0.00195050669167058,0.163391210008592,0.147869712373129,0.0204548022654595,0.0320397726198983,0.0158023066496712,0.212695387715597,1.91425848944038,0.136732749245741,0.12521350191719,0.108640202353613,0.194647143629805,0.159521540786698,0.000220957877984708,0.0034147998412731,218.22010739288,2279.49542885983,9.12355686009348,113.334037482564,220.286247786566,72.0133299339398,1381.04159302031,38.2611743285485,5.87643504057411,9.88924922246452,9.03753933528143e-07,3.29644242940587e-16,8.11741779949223e-15,5.46569876457348,12294.7162724831,12285.6084764866,27.5681180263628,4.4461710876236,1.49070899495286,16.7586715246322,4.50591164027423,2.30729071668515,21.8236427488573,8.13797530826467,11.2490156640639,1.35218423416388,1.13162194888494e-07,3.58126172577688e-17,1.5800321883209e-15,0.871896688400714,2.71661441799194,41.9528938754497,1.26408999682366,13.2044998229204,0.0528502945951363,0.656513392798472,1.27605858869585,0.417153721969183,8.00000001737389,0.221636623284982,0.0340405970857666,0.057285743131393,5.23520183640158e-09,1.90953984483878e-18,4.70220034394099e-17,0.0316613130498999,71.2199624475945,71.1672034514143
"5",4,0.501888928567149,0.350127796645776,0.001,18.6472708776427,5.42992318272224,9.68548443478401,2.17332195971721,15.7447451114157,26.0036949366672,75.0470786450683,11.5618473952749,2.10322753280309,10.6804468519795,17.3938298653295,145.529129206206,0.131847398761863,0.00195914692294482,0.163717732966793,0.148264435364591,0.0205810001465618,0.0321342209491691,0.0160999147488906,0.213654582150877,1.9228912393579,0.13734937423985,0.125317441188963,0.108649136818816,0.195091946487335,0.160240936613158,0.000222235905786462,0.00342591111660412,215.746937285406,2255.23507863863,8.99287948432518,112.025432101376,216.808252809734,72.5053699475049,1365.13788884209,37.6652993794411,5.80276320147139,9.73158042660089,1.48617322984901e-06,2.71505048638507e-16,1.34188032521746e-16,5.36039802715836,12182.2059256286,12173.2431221021,28.4456724719197,4.41833686483211,1.4722938420173,16.6093874369848,4.46213068285294,2.32990357789437,21.9786036308382,8.0473638005022,11.1580825241777,1.3366264819584,1.86243426328215e-07,2.94987891765244e-17,2.61790044599731e-17,0.858955200491181,2.70732356835928,41.7044489371343,1.26432319867446,13.2161599337805,0.0527001972680378,0.656492993269851,1.27054273465214,0.424896976089333,8.00000001839784,0.220726710606553,0.0340054335155143,0.0570291427907562,8.70929300498649e-09,1.59107765732404e-18,7.86370572098968e-19,0.0314130789764102,71.3903323801367,71.3378084344146
"6",4,0.494563858266663,0.269329074342904,0.001,18.4522895862299,5.37766338133081,9.58168784083801,2.15788689513098,15.6957505615228,26.5868405103002,74.6592831957742,11.5466688214136,2.0907528084976,10.5740739862103,17.2957063115393,145.981397261989,0.138982359397345,0.00197031734052912,0.164137154771596,0.148774435052853,0.0207442206061643,0.0322561006647019,0.0164868987765748,0.214889040717896,1.93400136646107,0.138142954747219,0.125448945109984,0.108660506466986,0.19565932385078,0.161166780538422,0.000223879721965008,0.00344003360607129,212.648113928904,2224.82007720803,8.82976382465686,110.393200226111,212.477761707294,73.049391232747,1345.21369834512,36.9237940578936,5.71056508244573,9.53514901491924,1.09051680730014e-05,2.92506225775339e-14,8.58134767653201e-15,5.22955482821731,12041.6360117771,12032.8538441746,29.5543365952346,4.38360157768033,1.44929231148435,16.4236859973162,4.40768556276013,2.35628851709868,22.1784020774777,7.93451868476591,11.0442406727149,1.31721365887598,1.36804183100511e-06,3.1783874637495e-15,1.67902068411872e-15,0.842830515312947,2.69587812232049,41.3934216009047,1.26462057173905,13.2310284162502,0.0525106984019226,0.656509523675925,1.26360748528411,0.434425498534316,8.00000002295424,0.219586191899544,0.0339607906512167,0.0567056315528657,6.48531493112624e-08,1.7395376034274e-16,5.10333649543479e-17,0.0311002176065009,71.6117361049272,71.5595084617592
"7",4,0.485470514969861,0.207176211033003,0.001,18.2138123851898,5.31356193869197,9.45386845249918,2.13890432257465,15.6355906717412,27.2994195714764,74.1727111332369,11.5272498526821,2.07532276764226,10.442512687981,17.1740172241527,146.553028821589,0.148192152963052,0.00198433621009166,0.164666301883106,0.149413048787733,0.020949573820436,0.0324086470997379,0.0169899995001303,0.216453775241663,1.94808397717497,0.139148855512498,0.125615889873393,0.108675096079117,0.196370551664702,0.162340331431248,0.000225947959154021,0.00345794200453343,208.799478296573,2186.97516448069,8.62899323821985,108.371377557142,207.145301160909,73.6281293207942,1320.47980071802,36.0086642705633,5.59613992216786,9.29362675848713,1.62050263843817e-16,3.66301415462631e-14,1.0228232839413e-14,5.06953201221345,11866.4224354282,11857.8623954016,30.9424442263313,4.3396940094502,1.42090440551199,16.1920979221391,4.33960577822691,2.38618805977149,22.4349511541314,7.79421132277302,10.9017505164044,1.29319752700381,2.03560880969592e-17,3.98078415193179e-15,2.00852372523055e-15,0.822989507064051,2.68119393174449,41.0038004610366,1.26499157765556,13.2495789078576,0.0522779264538708,0.65655757852995,1.25496990441367,0.446068947246347,8,0.218155032744814,0.0339036760373004,0.0563045447779429,9.81765953591722e-19,2.21920193107658e-16,6.1966765921607e-17,0.0307132726117089,71.891580190629,71.8397200105827
"8",4,0.474304638818299,0.159366316179233,0.001,17.9212893714487,5.23494195824128,9.29727369687607,2.11523568127741,15.5620567287309,28.1553241402103,73.5700851511611,11.5026156425329,2.05625933277815,10.2806124581339,17.0239256706026,147.280381591351,0.160076173504021,0.0020021600930237,0.165334404711136,0.150219600908506,0.0212098780816714,0.0326010540463098,0.0176441599506754,0.218440160462816,1.96596144416534,0.140425817440382,0.125825714298089,0.108693674822119,0.197263996234262,0.163830120347112,0.000228562402896403,0.0034805052394961,204.071699825697,2140.40609761874,8.38442179181436,105.898846103183,200.660959524078,74.1900047063033,1290.10861758577,34.894632665453,5.45574395779732,9.00007984439983,5.57561506531623e-15,3.77963986119357e-14,1.61373129694352e-14,4.87614217878609,11650.9181013206,11642.6280326178,32.6670168285587,4.28543567151684,1.3862333857967,15.9080823982914,4.25599448725689,2.41867235312617,22.7628828024281,7.62238915873256,10.7257822702676,1.26384356917855,7.01555748244604e-16,4.10822946017293e-15,3.18331084483376e-15,0.798858959980153,2.66296183718703,40.5222278690305,1.2654543782993,13.2727187056492,0.0519920365000239,0.656681737705808,1.24430428129118,0.460054316016509,8,0.216382603385768,0.0338312224780382,0.0558097494844551,3.45745466036811e-17,2.34376536032543e-16,1.00067933812479e-16,0.0302370954650996,72.2476724362844,72.1962654859564
"9",4,0.460769222680654,0.122589473984026,0.001,17.5669209560339,5.13977620930659,9.10772594486019,2.08640995455138,15.4730443608862,29.1664787924927,72.8311796088004,11.4714994384213,2.03305834472957,10.0837147431928,16.8407716752793,148.199419956763,0.175397690128234,0.0020246019310939,0.166173834420394,0.151232654957149,0.0215382604756229,0.032842411755772,0.0184948413783971,0.220951969918458,1.98856772926612,0.142040552090437,0.126087727951209,0.108717256234618,0.198373959861247,0.165713977438843,0.000231843598501263,0.00350877840322522,198.337614923666,2083.80396095046,8.0908561156206,102.915003368522,192.893533298094,74.6611986752702,1253.29229168354,33.5583715997725,5.28571387922294,8.64867890350161,5.58451039123787e-06,1.45325650264115e-15,1.27667553681098e-14,4.64626540395439,11388.922103171,11380.9552558669,34.7879595231541,4.21887352336142,1.34448858447637,15.5641091943456,4.15459116423757,2.45205382907272,23.1794421354549,7.41478831222536,10.5110000463568,1.22846312630629,7.04138226951098e-07,1.57994059572264e-16,2.53259181695177e-15,0.769951120325777,2.64044868344974,39.9332500098585,1.26602623945301,13.3013119748099,0.0516454538689338,0.656925791651222,1.23127564415947,0.476576450857723,8.00000003824909,0.214209387437568,0.0337397042306509,0.0552061414706981,3.56469784741852e-08,9.27640914562536e-18,8.14925968275116e-17,0.0296579845388023,72.6976283709482,72.6467744886095
"10",4,0.444604822450549,0.0942995953723274,0.001,17.1441356863405,5.02607959260681,8.88152025953693,2.05154294242541,15.3670921713209,30.3390416635299,71.9351285083089,11.4322251105509,2.00509985183601,9.84769911954262,16.6201984109253,149.350236687596,0.195136864354163,0.00205275793281736,0.167222501220703,0.152496084752588,0.0219505188901734,0.0331429195749764,0.0196011569614869,0.224112757846834,2.01701482062151,0.14407248718725,0.126412686532986,0.108747203543754,0.199745655966642,0.168084568385126,0.000235943946065411,0.00354399229757374,191.485311481094,2015.98359229497,7.74440917207813,99.3681823669024,183.749746306979,74.9382457340752,1209.32511706549,31.9827050383941,5.08282241549126,8.23537738389439,1.9529247161102e-16,4.70576313729159e-14,2.50953146007179e-16,4.37833451859068,11074.5592514573,11066.9725775727,37.365843252301,4.13832631151315,1.29503947223146,15.1532587599338,4.03340227737591,2.48367225145427,23.7041714370693,7.16773222955634,10.2521281426331,1.1864913026233,2.46874459960158e-17,5.11738581719741e-15,5.01268007660966e-17,0.735930467803011,2.61297521072404,39.2212655723775,1.26672510992409,13.3362554955404,0.051231279746313,0.657346356010703,1.2155523355232,0.495735974894279,8,0.211573907377379,0.0336241915016207,0.0544791620892027,1.29191046381247e-18,3.11298463639649e-16,1.66012029331621e-18,0.0289638209398312,73.2610881568749,73.2109003370569
