"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","W","CO2","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau tCO2","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v tCO2","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p tCO2","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f tCO2","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.690661896162238,0.15,0.001,0.001,0.982500296955928,3.30956357066742,10.7261064925198,8.33823406005104,18.7625310335044,27.0897350140723,4.14332222353058,16.8784492103655,45.1814544273982,13.953599952603,1.28174544365507,10.901539635668,8.17997854440321,170.27124024937,0.0161521657502233,0.0472302937171432,0.198655701514427,0.00199244035780253,0.00797311476815536,0.141470271655056,0.137251707565526,0.0159571286566949,0.0225795527227207,0.014796990674017,0.158695245835295,0.238042868752942,1.19021434376471,0.111066487485556,0.135833046790676,0.490093058239539,0.16898264888317,0.00040500638716212,0.00483060616775491,276.440423438162,9.09498771485051e-06,41.6153695411242,1378.80923960043,2223.85021622195,18.7174658069622,160.431400792724,242.432839644758,64.7627874217172,1878.60035756129,32.7383724682628,10.8909512594603,6.82280971270941,1.53326348206819,1.25373145790612,0.347426950491242,7.52927803585827,11765.9327120863,11759.9857652526,4.4651115394351,4.29558941126199e-07,8.26713042997413,2.74719517469092,17.7310130011247,2.64796497240517,22.0194837059308,3.86853201281928,1.46231477305902,27.7976319710393,5.1954240670984,2.59251328125039,8.12060598484391,0.170294189343186,0.170298163784705,0.17027153668109,1.2723173466772,4.76527789931469,56.8078597703391,1.17721865568907,3.87309101831843e-08,0.177218616502968,5.87164474466656,9.47024291684409,0.0797081326281035,0.683195444510568,1.03239771532663,0.275791653764143,8,0.139416017191702,0.0463790021784022,0.029054863894805,0.0065293865228839,0.00533900231780498,0.00147951403966411,0.0320633518696118,50.1051015549058,50.0797765439324
"2",4,0.689618617533601,0.13953488372093,0.001,0.001,0.95279061184586,3.30575222485734,10.7171184393198,8.3661160084008,18.734121309214,26.9970143641493,4.13493456721377,16.9502386229714,45.1575369552469,13.9484000454233,1.28183043001499,10.8907280005842,8.17973770718339,170.383681292173,0.0165759142445495,0.0470799338355051,0.198129845228598,0.00203282657599143,0.00796842047286731,0.141757128000515,0.137413430615452,0.0159891607731386,0.022642869759962,0.0148358906066646,0.15879809162059,0.238197137430885,1.19098568715443,0.111072348797401,0.13584640520574,0.490067194764718,0.169104509773649,0.000405403563679366,0.00483358462352593,276.043875692554,7.14045373216254e-06,41.5735381916614,1376.93406774007,2221.25330257476,18.6888281938061,160.246870708708,241.964226335206,64.9400007002122,1875.76263969139,32.6756824475509,10.8735029834543,6.81317017151131,1.53420424125099,1.25442662732387,0.347674521553843,7.51044878769736,11755.9136631514,11749.9758742994,4.57567961121287,3.36172089265698e-07,8.23695868751906,2.79906816629001,17.6998802916609,2.649274610449,22.0200722494744,3.86880491622171,1.47042797806675,27.82860932653,5.18883601507149,2.59003728450501,8.11438815841743,0.170407668610681,0.170409347916307,0.170383877469057,1.27005076042366,4.76588929334854,56.7945027128142,1.17730834318342,3.04535492116948e-08,0.1773083110281,5.87253008927231,9.47349416423054,0.0797065803459263,0.683441997693579,1.03196095802405,0.276964683381886,8,0.139359561838493,0.0463747502093047,0.0290577070993683,0.00654327667600161,0.0053500441933538,0.00148280817283382,0.0320315529428947,50.1381717042218,50.1128474388744
"3",4,0.688516099267247,0.129799891833423,0.001,0.001,0.92346057640873,3.3017507067651,10.7075823658764,8.39522074037982,18.7044701299815,26.9001274197073,4.12617881751884,17.0250656008427,45.1320080700393,13.9428339868826,1.28190068254995,10.8792932846248,8.17944017757071,170.500669839231,0.0170204730531201,0.0469246302489748,0.197587487957663,0.0020749915262146,0.00796360266358117,0.142058304386021,0.137583492092849,0.01602290130369,0.0227096486537951,0.014877637488349,0.158907229114592,0.238360843671888,1.19180421835944,0.111078611862873,0.135860715294351,0.490045817750408,0.169233857126292,0.000405823767191261,0.00483674614466974,275.624475644798,5.68338052098331e-06,41.5289945592317,1374.94329085451,2218.49675517745,18.6585734494093,160.05028013301,241.468471214931,65.122398651451,1872.76379000691,32.6092965760624,10.8550148111048,6.80293564684539,1.53518242758096,1.25514914172562,0.347930946578694,7.49056857511423,11745.1736922741,11739.245612016,4.69125896049265,2.66690529511368e-07,8.20560971236606,2.85299567754872,17.6672266686773,2.65060530648512,22.0202764511381,3.86902548222975,1.47890679286683,27.8623007690293,5.18185296227801,2.58741048844577,8.10776740113813,0.170525933011968,0.170525460195933,0.17050210523683,1.26765781203558,4.76647063411438,56.7797509552495,1.17740198573054,2.42780453202262e-08,0.177401954398439,5.87342962605844,9.47688872249824,0.0797049731481212,0.683696602794392,1.0314956856958,0.278187346418998,8,0.13929913318515,0.0463700328638444,0.0290605176505267,0.00655793297915184,0.00536169760830749,0.001486277974554,0.0319979214253671,50.1725791792708,50.1472558350678
"4",4,0.687351249795288,0.12074408542644,0.001,0.001,0.894541018897721,3.29754072151616,10.6974853373436,8.42556036340101,18.6735534885019,26.7989402805748,4.11705812946992,17.1030519354117,45.1048330089944,13.9368353246975,1.28209457886882,10.8671687513732,8.17894905396045,170.622387979002,0.0174869598655706,0.0467642874890353,0.197028104853068,0.00211900153882707,0.00795867540660602,0.142374095854899,0.137762209535891,0.0160584633150457,0.0227800609802092,0.0149224397208458,0.159023167411687,0.23853475111753,1.19267375558765,0.111085286578941,0.135876150385012,0.48998682955289,0.169371257132333,0.000406249517335184,0.00484011493874094,275.181001172225,9.25132439807713e-06,41.4815670097399,1372.83068642446,2215.57160302554,18.6266097744499,159.840932033933,240.944160005769,65.3100229062164,1869.59539944318,32.5390462752085,10.8354159074567,6.79210298509928,1.53618293466843,1.25591472883478,0.348219776066988,7.4695620229927,11733.6688576784,11727.7511620424,4.81207912326624,4.32631593806005e-07,8.17303453426457,2.90903033708246,17.6330152285741,2.65194672547934,22.0200399712707,3.86919295442714,1.48776630442247,27.8989246505616,5.1744622032391,2.58462323674012,8.10076297557646,0.170647321535322,0.170648858565906,0.170623104062681,1.26512911006221,4.76679731000273,56.7636635972377,1.17749969326703,3.9586423461814e-08,0.177499653762923,5.87434345135137,9.4804324130682,0.0797032760350072,0.683959458101096,1.03100022636996,0.279461632931564,8,0.139234601389796,0.0463647521198815,0.0290634133443938,0.00657332783393004,0.00537405998841814,0.0014900326612729,0.0319622610334507,50.2083771116383,50.1830552879418
"5",4,0.686120783944871,0.112320079466456,0.001,0.001,0.86606822681909,3.29309498265315,10.6868090095526,8.45714341954956,18.6413399850034,26.6933302907136,4.10750913951448,17.1843165293274,45.0757815267852,13.930437044575,1.28214296818257,10.8543556394055,8.17849735809787,170.749173850236,0.0179766475698142,0.0465988280116472,0.196452288219323,0.00216490872495228,0.00795364372357924,0.142704815560633,0.137949828512204,0.0160959920127709,0.0228542857226327,0.0149705221478916,0.159146022167181,0.238719033250771,1.19359516625385,0.111092431080821,0.135892628379145,0.489972111073344,0.169516865108757,0.000406720676928542,0.00484367760077751,274.712211099143,1.29228158430559e-05,41.4311316553695,1370.58991844204,2212.4689523117,18.5928326772488,159.618155987397,240.389642503823,65.5028707147719,1866.24853233005,32.4646495076042,10.8146738403331,6.78056238152965,1.53721894951855,1.25671145461464,0.348488182334221,7.44739900052536,11721.3624778156,11715.4557020063,4.93840460205371,6.0218807289675e-07,8.13924061721336,2.9672020727668,17.5971897961679,2.6532867579565,22.0192972458957,3.8693097656944,1.49702132296807,27.9387149867173,5.16661983018692,2.58166848408673,8.09324648307652,0.170773390205521,0.170777822681761,0.17074949038241,1.26245973178315,4.76732048150197,56.745890366709,1.17760183101083,5.53959051827742e-08,0.17760177570194,5.87527285760094,9.48413424679031,0.0797014217780962,0.684231079504124,1.03047215133214,0.280789485773324,8,0.139165385296551,0.0463589866107738,0.0290660638776293,0.00658955727659401,0.00538711295025901,0.00149385540584619,0.0319245754100163,50.2456656753266,50.2203452500693
"6",4,0.684821264009079,0.104483794852517,0.001,0.001,0.838071196742227,3.28848663412836,10.675468551001,8.49015068837057,18.6077375858291,26.5831542763805,4.09753745576306,17.2690408474145,45.0448533194918,13.9236137660286,1.28219622356681,10.840836511868,8.1779584461782,170.880895557689,0.0184908220285945,0.0464280575571902,0.195859051621224,0.00221273505961451,0.00794847249962745,0.143052656152312,0.138147385713331,0.0161353565214046,0.0229326570001715,0.0150221332396409,0.159276299699185,0.238914449548777,1.19457224774389,0.111100047245212,0.135910217591637,0.489955913775116,0.169671345415007,0.000407211130343324,0.00484745608103561,274.216706629635,1.7806331182449e-05,41.3774583339962,1368.21388826676,2209.17695568882,18.5572100999142,159.381076750796,239.803762204779,65.70114656306,1862.71383810469,32.3859628866573,10.7927022416437,6.76833542616749,1.53828949929934,1.25751546281778,0.348772345828142,7.42403536297325,11708.1822889137,11702.287089082,5.07049231955589,8.26713369021133e-07,8.10414974779318,3.02749483961935,17.5595822791033,2.65465819556924,22.0180790852982,3.86931919834824,1.50670185864865,27.9819354633316,5.1583163307819,2.57853251520615,8.08526566352148,0.17090403604897,0.170909200176412,0.170883073399718,1.25964606844426,4.76770214413425,56.7263227119951,1.1777083565714,7.64747899250778e-08,0.177708276977628,5.8762172064343,9.48799288649361,0.0796996713947049,0.684511269483952,1.02991133602692,0.282173870055792,8,0.139091522161493,0.0463525938160215,0.0290687073353329,0.00660665945710498,0.00540078862181985,0.00149791058054528,0.0318848132702001,50.2844056855314,50.2590869287321
"7",4,0.683449047888394,0.0971942277697837,0.001,0.001,0.810547224882137,3.28364909646014,10.6632061039685,8.52449201007059,18.5728216581325,26.4682728383083,4.08714171208863,17.357313463062,45.0119199356443,13.9163431140966,1.28218288826261,10.8265790281678,8.17742832935593,171.018104705427,0.0190306454509656,0.0462519917004596,0.19524839994446,0.00226263564426303,0.00794321228144912,0.143418880978455,0.138354919338819,0.0161767690794623,0.0230152749745854,0.0150775208775243,0.159415313547491,0.239122970321236,1.19561485160618,0.111108168696534,0.135928979035701,0.489959969499759,0.169836464754181,0.000407736083500463,0.00485144592346935,273.693075736043,1.69042859095528e-05,41.3203811090404,1365.69554003464,2205.68671103762,18.5196332268667,159.128999695627,239.184442846951,65.9046631123895,1858.98141025643,32.3027633741969,10.7694994223649,6.75537991509581,1.5394095505522,1.25838797094734,0.349047694028004,7.39941512868975,11694.0990891611,11688.2160832602,5.20855588671689,7.81856891590835e-07,8.06773829663546,3.09007140809343,17.5202377721431,2.65606507352865,22.0162799173555,3.86923149933496,1.51681394363906,28.0288310240709,5.149555151748,2.57523469074872,8.07683255473065,0.171040976035809,0.171051392121679,0.171019397519922,1.25669050670527,4.76810616268089,56.7047482697616,1.17781952730034,7.27464441173558e-08,0.177819448354099,5.87717782437106,9.49202266948268,0.0796979813770685,0.684800821859436,1.02931397388834,0.283616233056568,8,0.139012744058548,0.0463458079266292,0.0290713177778963,0.00662474424782913,0.00541538700281572,0.00150210299942636,0.0318428794946112,50.3247596759906,50.2994425604198
"8",4,0.682000404675205,0.0904132351346825,0.001,0.001,0.783507008746991,3.27855293976415,10.6504135676837,8.56018662645975,18.5364916157095,26.3485792579089,4.07630603055055,17.4492986857323,44.9767837613563,13.9085728013038,1.28218694398129,10.8114657875956,8.17672728156154,171.160929837875,0.0195974137968871,0.0460704997071995,0.194619954502427,0.0023147123137121,0.00793786946061413,0.143801013454453,0.138572686358245,0.0162204541441051,0.0231023951918371,0.0151369721059566,0.159562272151628,0.239343408227443,1.19671704113721,0.111116846474683,0.135949051505351,0.489958736007296,0.170010846164629,0.000408286880736934,0.00485568886940079,273.13984631178,1.6756775743829e-05,41.259690501706,1363.02747107374,2201.98664320607,18.4799455265133,158.861036143844,238.530167476223,66.1134931387109,1855.04110071656,32.2147665027272,10.744906308954,6.74162314668814,1.54058177649302,1.25925403001021,0.349340146711946,7.37342404227233,11679.0523743646,11673.1823414015,5.3528345925901,7.71993031999683e-07,8.02995908822623,3.15501647122226,17.4790825277857,2.65743489529569,22.0138005361067,3.86906764353378,1.52738004600331,28.0797053969495,5.14026134000932,2.5717224970696,8.06781530456678,0.171184588740268,0.171194390984179,0.171162256719589,1.25356206055734,4.76840386389261,56.6813415656292,1.1779355021569,7.22648171508708e-08,0.177935423579643,5.87815534889114,9.49622794818076,0.0796961124769686,0.685099801109439,1.02867873874745,0.28511925957079,8,0.138928529358335,0.0463381918807232,0.029073741359516,0.00664387123669843,0.00543062481806486,0.00150655485348332,0.0317984287870459,50.3667648974604,50.3414499523162
"9",4,0.68047119132731,0.084105335009007,0.001,0.001,0.756987658201997,3.27322375942789,10.6368381799405,8.59730482604494,18.4987398664219,26.2238990637669,4.06500655900558,17.5451460698986,44.9393584052093,13.9001836802296,1.28248545254039,10.7955203700515,8.17569566859817,171.309613221099,0.02019285211033,0.045883502371232,0.193973658495048,0.00236898870331357,0.00793244536464089,0.144201606661632,0.138801516249472,0.016266391694982,0.023194295780362,0.0152007845293762,0.159718135932396,0.239577203898594,1.19788601949297,0.111126104549415,0.135970747689554,0.489867970049551,0.170195875121018,0.00040882307929795,0.00486021817571759,272.555400747917,2.48093406469693e-05,41.1951689952847,1360.2014622716,2198.06444256223,18.438077812141,158.576278446756,237.839078213262,66.3275913788643,1850.88164041028,32.1217570571844,10.7189121162652,6.72716504735554,1.54181830570663,1.26023756771093,0.349706591766222,7.34604060720719,11662.9817914082,11657.1256594382,5.50367089917441,1.13833944040392e-06,7.99077764233714,3.22230189835201,17.4360260985847,2.65880044426292,22.0106278896081,3.86878360659038,1.53842177284037,28.1348530052551,5.13042716004677,2.56800699364958,8.05837696104896,0.171336262236157,0.171355444348121,0.171310058221466,1.25026580981816,4.76809612975943,56.6561740066253,1.178056531751,1.07232532238938e-07,0.178056416340714,5.87915048731083,9.50061589924241,0.0796942490954909,0.68540861818308,1.02800340343984,0.286685393298997,8,0.138838730066236,0.04632997327215,0.0290765866405778,0.00666414652150249,0.00544708009500414,0.0015115243854867,0.0317515305001515,50.4104921104426,50.3851803591466
"10",-1,0.678851672180067,0.0782375209386111,0.001,0.001,0.756987658201997,3.27322375942789,10.6368381799405,8.59730482604494,18.4987398664219,26.2238990637669,4.06500655900558,17.5451460698986,44.9393584052093,13.9001836802296,1.28248545254039,10.7955203700515,8.17569566859817,171.309613221099,0.0212578957299632,0.045883502371232,0.193973658495048,0.00236898870331357,0.00793244536464089,0.144201606661632,0.138801516249472,0.016266391694982,0.023194295780362,0.0152647570647798,0.159718135932396,0.239577203898594,1.19788601949297,0.111126104549415,0.135970747689554,0.489867970049551,0.170195875121018,0.00040882307929795,0.00486021817571759,271.906719810617,2.47502944996521e-05,41.0971246315966,1356.96418736513,2192.83305658002,18.394195248947,158.198867437272,237.273022006859,66.1697319344122,1846.47654832978,32.0453073833992,10.6934011414713,6.71115441716324,1.53814878332348,1.25723820653739,0.348874291253723,7.32855705526344,11635.223933962,11629.3817395663,5.78016469801041,1.13563019636348e-06,7.97175961841774,3.21463283066907,17.3945284150995,2.65247250814592,21.9582426692426,3.85957591461566,1.53476033419402,28.1860159360673,5.11821676065715,2.56189514563973,8.03919805097833,0.170928482508161,0.170947618966763,0.170902340858937,1.24729018139487,4.75674807700355,56.5213325029985,1.178056531751,1.07232532238938e-07,0.178056416340714,5.87915048731083,9.50061589924241,0.0796942490954909,0.68540861818308,1.02800340343984,0.286685393298997,8,0.138838730066236,0.04632997327215,0.0290765866405778,0.00666414652150249,0.00544708009500414,0.0015115243854867,0.0317515305001515,50.4104921104426,50.3851803591466
