"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.35653275331942,1,0.01,1.82741329709341,2.70597996580086,9.52395706847739,1.25431505873291,11.4623313315556,16.7213437792521,41.8666226146148,42.6150545295035,15.1851494047014,0.878623598446211,18.8734205459048,6.4249608402676,170.660829312646,0.109613954637289,0.046492201701135,0.00347005618859926,0.297611694684095,0.207603325667212,0.0174839143719125,0.0359742968914324,0.685174166526852,0.667209168998297,1.69047696778317,1.69047696778317,0.114079531438464,0.106585381370633,0.575135469106649,0.0422619241945793,0.000402676677249799,0.00881990728686032,310.354084580533,189.132947971682,975.473273542495,4.53390095051906,80.7580667585653,113.31142626485,82.9267901831873,24.2442272257206,16.6900555933869,7.01620048846132,2.87658614433562,1.49639286912577,1.60219736163637,0.296731801387794,6.72899259178674,6087.02880847012,6084.61753586133,34.019138548708,8.7932071654297,3.38494706966931,1.34934194541381,16.7656432335329,1.98112727417391,2.9832329703035,16.6115181824707,11.135758122999,11.8607253270929,4.86280262284357,0.170707797357726,0.170770816821035,0.17066098379003,0.284380174819977,2.45110453491855,53.6657625423014,2.56023078558908,1.56023078162732,8.04705602253736,0.0374019011479076,0.666204503090035,0.934749746485122,0.68409514076168,0.2,0.137682718760204,0.0578793493654264,0.0237300708127654,0.0123443230851941,0.0132171452339517,0.00244785530695731,0.0555100604291316,50.2142530821723,50.194361562543
"2",4,0.351263540029247,0.892857142857143,0.01,1.73368082115703,2.69478140571012,9.43967501546252,1.26078516152013,11.4425727548392,16.5870534008645,42.3278927894749,42.39634861974,15.1478890413761,0.873407887086302,18.7128054341278,6.41080391076642,170.972304641051,0.11422941269611,0.0464723403824394,0.00353622842894937,0.298157076022405,0.212416346456382,0.0178425642262322,0.0366777381123323,0.699200691732825,0.670062210221624,1.6969406862132,1.6969406862132,0.114152162144469,0.106601579911686,0.574756227851396,0.04242351715533,0.000404610723332454,0.00885891669092574,306.177377273842,186.747773353672,962.871002249567,4.46222647195881,79.5762859735959,111.075847452713,82.6013636844967,23.8859207219888,16.3904615129896,6.9257792624775,2.83244347783305,1.49817001250558,1.6048781338335,0.297469473040886,6.57312628067027,6008.00409928181,6005.63369751746,34.9744619868263,8.67860608895448,3.40493181156589,1.33044439742901,16.9033039310795,1.9818779421582,3.02963118494148,16.70105229149,10.9826288679463,11.7526366142297,4.80648857893412,0.171019346187518,0.171082544632369,0.170972432225922,0.278855135532166,2.43090288439476,53.2034086025235,2.56366401645118,1.56366401385362,8.06224732516315,0.0373628174010557,0.666302855977746,0.930052885509742,0.691632235122138,0.2,0.137239520333004,0.057990473493465,0.023716427018244,0.0125443773337688,0.0134378586658883,0.00249075157288823,0.0550376630415523,50.3058196433766,50.2859719532504
"3",4,0.345674939940393,0.79719387755102,0.01,1.64408395537426,2.68270345191484,9.35205026900876,1.26721180053709,11.4223639624861,16.4457686496812,42.8183153413089,42.1619279561784,15.1067871538078,0.867714538845519,18.5427380471792,6.39547627636134,171.292858597278,0.119292403060045,0.0464567544312172,0.0036071541461605,0.298729492922238,0.217572237039627,0.0182250812184152,0.0374256090057881,0.714889301179646,0.67310869883212,1.70388903589668,1.70388903589668,0.114230848281502,0.106619541202366,0.574505140267404,0.0425972258974169,0.000406737118721007,0.00890138007333696,301.725357652755,184.195878073034,949.403840816433,4.38646833975212,78.3186576799674,108.720925766552,82.2289921330876,23.5058959159467,16.073979783292,6.82874429708872,2.78562528856591,1.49965786926885,1.60670655500392,0.298193354245739,6.40975986078911,5923.49197223346,5921.16486078322,35.9935429785487,8.55714267488138,3.4246460007817,1.3103674628536,17.0399655533713,1.98144770223671,3.07747010851296,16.8041135049527,10.8195356169855,11.6354225367514,4.74639638730397,0.171307190538611,0.171306315741352,0.171313614807756,0.273037988738229,2.40930405755325,52.7065389027188,2.56723129151661,1.56723129151672,8.07800599654952,0.0373222816559506,0.666374580743676,0.925052388178019,0.699645675511584,0.2,0.136765514837383,0.0581023954288508,0.0237015027934,0.0127598443780351,0.0136706685058867,0.00253717922781612,0.0545374648446447,50.4000527647609,50.3802525286111
"4",4,0.339750799301894,0.711780247813411,0.01,1.5583329400204,2.66926985193758,9.2568323700482,1.27348509589297,11.4006193428413,16.2943723109169,43.3332835316002,41.9090568817998,15.0628205187848,0.861644451495636,18.3612333624514,6.37876914429313,171.640280110259,0.124855583705895,0.0464556207655252,0.00368350144084742,0.299351448721529,0.223110492038227,0.018634933626408,0.0382227797248022,0.732445858503936,0.676452165393015,1.71148903692162,1.71148903692162,0.114316714444141,0.106638862879319,0.574164347362105,0.0427872259230404,0.000409064656382475,0.00894769884951172,296.994698189977,181.479426457115,935.077262369359,4.30603711349562,76.9859523050025,106.235513969554,81.7917650902043,23.1030543525288,15.7401852437284,6.72726066190923,2.73608986648515,1.50154967014835,1.60965535091113,0.298966106516715,6.23824371106148,5833.77349063387,5831.49223598615,37.0814464000658,8.43073941223676,3.4443584432412,1.28901844817358,17.1763736988006,1.97969175158999,3.12630862034565,16.9217364793011,10.6474823918072,11.5136328713717,4.68278781052166,0.171652224866043,0.171651816248774,0.171655679431559,0.266917143028173,2.38639054835933,52.1784363708698,2.57104271719353,1.57104271745135,8.0948367094761,0.0372767777609828,0.666456920632884,0.919666398637253,0.70806018842484,0.2,0.13626064332057,0.058236980784083,0.0236859579234437,0.0129987113152767,0.0139345674935396,0.00258810893100799,0.0540036275366218,50.5021838378294,50.4824353265467
"5",4,0.333487418071206,0.635518078404831,0.01,1.47632264399751,2.66724210933114,9.14757561277063,1.27990883245465,11.3842739992216,16.1241916629882,43.8744762763866,41.5988467469431,15.0203900159977,0.854210336490553,18.2049428872889,6.35961198632643,172.008006836143,0.130971208699368,0.0464870167872287,0.00376524067056043,0.300067471350738,0.22906471069263,0.0190480071747767,0.0390706834398511,0.752046354856441,0.679639443021042,1.71866879556246,1.71866879556246,0.114423476776891,0.106657616739212,0.574027496267405,0.0429667198890615,0.000411192326995719,0.00900220782008212,291.978162969887,178.592440843573,919.848279448742,4.22334563451746,75.5794543777226,103.623544089765,81.2865878479918,22.677144428842,15.3761066469434,6.62185031182188,2.6830573527645,1.50341465056558,1.61273922696428,0.299663114865603,6.07111939961574,5738.48308303203,5736.25060873597,38.2407329179872,8.30222979556734,3.46345015252544,1.26728864518983,17.3125858513398,1.97382201129764,3.17592254171453,17.0542638062637,10.4502085573607,11.3807674998138,4.61128694890076,0.172025931355029,0.17201092236985,0.172014867549994,0.260856086656336,2.35962021233751,51.6389200879137,2.57508756348118,1.57508756363901,8.11255828382723,0.0372475965637542,0.666569414106626,0.91390293354547,0.716903207130499,0.2,0.135608843478434,0.0584010948344965,0.0236630970992278,0.0132592942227193,0.0142234771403856,0.00264286463232536,0.0535439496684968,50.6102794471205,50.5905902459245
"6",4,0.326879297791472,0.567426855718599,0.01,1.39776336935526,2.63882635143305,9.04998116953945,1.28556706405631,11.3541944564881,15.9661134497468,44.444897683391,41.3469799482672,14.9633058318212,0.848061757568246,17.9655714498568,6.34111737095253,172.397618791154,0.13768983936209,0.0464887554601783,0.00385439624794872,0.300720596676302,0.235487937809866,0.0195447383468525,0.0399810206691847,0.774075222546092,0.68396195542754,1.72862279156833,1.72862279156833,0.114511337968353,0.106683015178861,0.573628288742079,0.0432155697892082,0.000414411257278405,0.00905308497279961,286.659221901045,175.520261078969,903.696265159405,4.13167637008729,74.0862805141236,100.890248510337,80.7117608064483,22.2277922498201,15.0211177362504,6.50731885740633,2.62871760446271,1.50564596496277,1.61612395446157,0.300542516006591,5.87257337995173,5637.50313081472,5635.32125713742,39.4700622152165,8.15971849560683,3.48320349371568,1.24248018328603,17.4464254182742,1.97187350888347,3.2269385770489,17.2059832324878,10.2738730595932,11.248699688915,4.54406116367115,0.172413533954538,0.172412976364745,0.1723996891511,0.25378660474355,2.33624476035187,51.017042189889,2.57928649574602,1.57928649958827,8.13122828396705,0.0371757691780723,0.666609438143576,0.907784699230791,0.726223818356062,0.2,0.135156182561244,0.0585511937872191,0.0236525299041697,0.0135474180075167,0.0145414707524509,0.00270420483175987,0.0528399160289907,50.724813939723,50.7051819973981
"7",4,0.319924043622056,0.506631121177321,0.01,1.32304480896576,2.62161173039442,8.93745559611974,1.29131995238708,11.3295464693277,15.7882629097389,45.0429323874585,41.0362523410495,14.9075998520891,0.840506406277797,17.750799212486,6.31992962407821,172.810737242733,0.14509701931976,0.0465276641814118,0.00394956860248208,0.301477512815273,0.242378748230125,0.0200478122503374,0.0409461433970593,0.798679711493263,0.688185098483411,1.73827661486474,1.73827661486474,0.114621218210022,0.106707987938514,0.573423145338656,0.0434569153716185,0.000417474314394653,0.00911277667020662,281.044712938694,172.270538576489,886.607917441702,4.03771861964881,72.5179240678697,98.0336195887175,80.057317033281,21.7548349662998,14.6362464617387,6.38884076537541,2.57088283925682,1.50776267769506,1.61954113999549,0.301370321282445,5.67890746158172,5530.7592970959,5528.63098400039,40.7787501429821,8.01534576723781,3.50171879343977,1.21728136689964,17.5768036598175,1.96535959973561,3.27803838322856,17.3751453144679,10.0724467126991,11.1055724985466,4.4689055190372,0.172821594889012,0.172817976432566,0.172812717541501,0.24678780096121,2.30894994563697,50.3811794491802,2.58374483993151,1.5837448442459,8.15090455813742,0.0371201953579846,0.666683283786858,0.901258223659985,0.735995627246053,0.2,0.134556262866729,0.0587349044501813,0.0236350479628032,0.0138614030401124,0.0148890225322721,0.00277060544701253,0.0522082329778999,50.8462537699187,50.8266874243333
"8",4,0.31262019657844,0.452349215336893,0.01,1.25104865420382,2.60333613558795,8.81676134705711,1.29705928800191,11.3044128201511,15.6016529780586,45.6688569437515,40.7049451657059,14.8474796983709,0.832214161493994,17.5253562860189,6.2976370435787,173.249239423676,0.153232850209506,0.0465833391906051,0.00405295032486626,0.302303283837439,0.249883591375037,0.0205914742775554,0.041986042960191,0.826221962019727,0.692778553474287,1.74873998775744,1.74873998775744,0.114740223762923,0.106735149805322,0.573306106921789,0.0437184996939359,0.000420867589800124,0.00917747645536448,275.127630853569,168.836764033889,868.570779274192,3.9394746876284,70.8705777533435,95.0586055922909,79.3167057514901,21.2581733673339,14.2353813666892,6.26481099165204,2.51041072928965,1.51019340727163,1.62318896965293,0.302199123254168,5.47878032724242,5418.19351649637,5416.12112856948,42.1585910470812,7.86498024683481,3.52027422202868,1.19091613466454,17.7093944918293,1.95739683191394,3.33019461514289,17.5639697085141,9.86196691136977,10.9555254968442,4.39005562800412,0.173279929475638,0.173251317838251,0.173252602868025,0.23952405605969,2.28034204635849,49.7063241368485,2.58844093609981,1.58844093625965,8.17164075450499,0.0370631532592724,0.666760746831107,0.894325245633395,0.746223152675677,0.2,0.133928547111802,0.0589402568451981,0.0236183108107232,0.014208120153844,0.0152711989088129,0.00284313349065578,0.0515451655471144,50.9751559823307,50.9556586540224
"9",4,0.304971136093998,0.403883227979369,0.01,1.18326794687011,2.58306791275339,8.69542653788226,1.30213272697847,11.277727737588,15.405373460632,46.3229002147166,40.3507348268191,14.7822294244099,0.823703550825741,17.2873738009039,6.27238473913366,173.713676298633,0.162242543016238,0.0466596695720594,0.00416361045606799,0.30314383104524,0.257882225542129,0.0211693841506731,0.0430822666417807,0.857044884062993,0.697642550831899,1.7599841113547,1.7599841113547,0.11486961768045,0.106764879446051,0.573286233708633,0.0439996027838675,0.000424503138846566,0.00924834519760631,268.908138621016,165.217952599699,849.5807342297,3.83649433778275,69.1447679108546,91.9713400509559,78.4841528091723,20.7380372543918,13.8181099132384,6.13522611037686,2.44697842990616,1.51230047087575,1.62707280881246,0.303012072819843,5.27215002814329,5299.77929663846,5297.76572158592,43.6283402476368,7.70901507567412,3.5373232283127,1.16300959133884,17.8312066334452,1.94697662839087,3.38127519847902,17.7734287343843,9.64010144754718,10.7979004738318,4.3066431574625,0.173717376907461,0.17371423228281,0.173712649995134,0.23197250705526,2.24977294661707,48.9955661692725,2.59338080380839,1.59338080622562,8.19345364084325,0.0369995896016656,0.666840039514456,0.88698210850671,0.756910134227395,0.2,0.133263430321132,0.0591688213799265,0.0235989394742547,0.0145847984775462,0.0156916760140151,0.00292228304060619,0.0508452170614822,51.1116768826913,51.0922577348922
"10",4,0.296981217527758,0.36061002498158,0.01,1.11820927492143,2.56156631991715,8.56623203991233,1.30716043530319,11.2505353088545,15.1996035893049,47.0035347320472,39.9742247779406,14.7117403147716,0.814411747596324,17.038532166733,6.24580155673115,174.208447238757,0.172169746492083,0.046759372813729,0.00428355209778089,0.304058387518406,0.266586474825383,0.0217930710244133,0.0442606613199702,0.891554966311913,0.702919874067128,1.77215624571366,1.77215624571366,0.115009671940683,0.106797292357016,0.573398215503366,0.0443039061428416,0.000428527619925693,0.00932521575291252,262.388879168127,161.415265356351,829.646310681212,3.72939977144303,67.3426309346776,88.7768381584337,77.5509276268425,20.1947227918876,13.3863996877226,6.00039210512048,2.38104781753268,1.51480574344148,1.6312815544874,0.303822187573703,5.06012402776223,5175.61618777521,5173.66367645862,45.1754268087183,7.54767657062462,3.55383319453468,1.13395528091648,17.9526345863425,1.93471993930959,3.4324553427412,18.0047053983997,9.4095663827062,10.6336323458202,4.21958876118343,0.174217311607067,0.174216453091198,0.17421110018509,0.224183259997115,2.2178944865962,48.2455300159833,2.59858857060946,1.59858857207184,8.21646644255488,0.0369343992475219,0.666932956977551,0.879208286969865,0.768031613268745,0.2,0.132573245254944,0.0594253475718012,0.0235808913256207,0.0150019959080597,0.0161555231165906,0.00300892654684769,0.0501133299021558,51.2571154465592,51.2377785996344
